id,replicon_primary,S_ARG,S_VF,S_MOB,S_HOST,S_REP,S_SIZE,S_BM,S_GEO,S_HAB,S_GROW
297362,ColpVC,0.000000,0.000000,0.070000,0.800000,0.300000,0.495741,0.000000,0.910681,0.916667,0.930292
297363,IncFII(pCoo),0.000000,0.000000,0.604675,0.760000,0.900000,0.640320,0.000000,0.455340,0.250000,0.284318
297364,,0.000000,0.480000,0.462224,0.780000,0.300000,0.688350,0.330000,0.227670,0.083333,0.000000
297365,IncFIB(AP001918),0.000000,0.000000,0.164971,0.760000,0.900000,0.617881,0.290000,0.000000,0.083333,0.000000
297366,,0.000000,0.000000,0.095067,0.800000,0.300000,0.577142,0.000000,0.721698,0.250000,0.481077
297367,IncFIC(FII),0.000000,0.000000,0.070000,0.720000,0.900000,0.568268,0.000000,0.000000,0.000000,0.000000
297368,,0.000000,0.360000,0.532289,0.800000,0.300000,0.642534,0.330000,0.588519,0.333333,0.331538
297369,IncX4,0.524094,0.000000,0.439414,0.760000,0.900000,0.640101,0.410000,0.360849,0.250000,0.331538
297370,,0.000000,0.000000,0.121358,0.720000,0.300000,0.648447,0.000000,0.360849,0.166667,0.223984
297371,IncFII,0.000000,0.000000,0.420000,0.720000,0.900000,0.590985,0.000000,0.000000,0.000000,0.000000
297372,,0.691284,0.000000,0.420000,0.760000,0.300000,0.561844,0.000000,0.227670,0.166667,0.140165
297373,,0.000000,0.330000,0.103535,0.780000,0.300000,0.649827,0.000000,0.787610,0.500000,0.611119
297374,pSL483,0.000000,0.000000,0.070000,0.720000,0.300000,0.698792,0.000000,0.000000,0.000000,0.000000
297375,,0.000000,0.000000,0.101440,0.720000,0.300000,0.562109,0.000000,0.360849,0.166667,0.223984
297376,,0.000000,0.000000,0.070000,0.720000,0.300000,0.556024,0.000000,0.000000,0.000000,0.000000
297377,pSL483,0.000000,0.000000,0.070000,0.760000,0.300000,0.698749,0.000000,0.227670,0.083333,0.000000
297378,,0.000000,0.000000,0.127937,0.760000,0.300000,0.521543,0.000000,0.227670,0.083333,0.000000
297379,,0.000000,0.000000,0.106765,0.720000,0.300000,0.551726,0.330000,0.227670,0.166667,0.140165
297380,,0.000000,0.000000,0.070000,0.760000,0.300000,0.517282,0.000000,0.639151,0.250000,0.403640
297381,,0.000000,0.000000,0.428362,0.720000,0.300000,0.650001,0.000000,0.360849,0.083333,0.140165
297382,IncFIA,0.000000,0.000000,0.082853,0.760000,0.900000,0.621468,0.290000,0.455340,0.250000,0.284318
297383,,0.000000,0.000000,0.085552,0.720000,0.300000,0.608820,0.000000,0.000000,0.000000,0.000000
297384,,0.000000,0.000000,0.433862,0.760000,0.300000,0.616455,0.000000,0.588519,0.250000,0.370481
297385,,0.000000,0.540000,0.078506,0.820000,0.300000,0.648866,0.000000,0.588519,0.250000,0.331538
297386,,0.000000,0.000000,0.070000,0.720000,0.300000,0.548442,0.000000,0.455340,0.166667,0.284318
297387,,0.691284,0.000000,0.624260,0.800000,0.300000,0.612877,0.290000,0.967127,1.000000,0.830217
297388,IncI1,0.872303,0.480000,0.075258,0.740000,0.900000,0.680784,0.000000,0.000000,0.000000,0.000000
297389,,0.436151,0.000000,0.086074,0.760000,0.300000,0.606631,0.490000,0.588519,0.250000,0.501970
297390,,0.000000,0.000000,0.070000,0.760000,0.300000,0.593485,0.000000,0.721698,0.500000,0.521067
297391,,0.000000,0.000000,0.420000,0.760000,0.300000,0.572265,0.000000,0.360849,0.166667,0.223984
297392,,0.000000,0.000000,0.070000,0.720000,0.300000,0.482289,0.000000,0.000000,0.000000,0.000000
297393,IncI1,0.872303,0.480000,0.103568,0.820000,0.900000,0.603761,0.370000,1.000000,0.833333,1.000000
297394,,0.000000,0.000000,0.595000,0.720000,0.300000,0.703130,0.000000,0.000000,0.000000,0.000000
297395,,0.000000,0.330000,0.096947,0.740000,0.300000,0.618342,0.410000,0.227670,0.083333,0.000000
297396,,0.000000,0.000000,0.109688,0.720000,0.300000,0.592648,0.000000,0.000000,0.000000,0.000000
297397,,0.872303,0.000000,0.095632,0.720000,0.300000,0.575662,0.000000,0.000000,0.000000,0.000000
297398,,0.000000,0.000000,0.445804,0.720000,0.300000,0.575218,0.000000,0.000000,0.000000,0.000000
297399,,0.000000,0.000000,0.070000,0.720000,0.300000,0.496791,0.000000,0.000000,0.000000,0.000000
297400,,0.000000,0.000000,0.095584,0.760000,0.300000,0.648693,0.000000,0.227670,0.083333,0.000000
297401,,0.000000,0.000000,0.094777,0.720000,0.300000,0.577914,0.000000,0.000000,0.000000,0.000000
297402,,0.000000,0.480000,0.070000,0.780000,0.300000,0.724650,0.290000,0.227670,0.250000,0.223984
297403,,0.000000,0.480000,0.094035,0.780000,0.300000,0.579933,0.600000,0.842480,0.500000,0.570481
297404,,0.000000,0.000000,0.070000,0.760000,0.300000,0.681951,0.370000,0.787610,0.500000,0.634754
297405,,0.000000,0.000000,0.085006,0.720000,0.300000,0.611193,0.000000,0.000000,0.000000,0.000000
297406,Col440I,0.000000,0.000000,0.108004,0.720000,0.500000,0.549527,0.000000,0.000000,0.000000,0.000000
297407,,0.000000,0.000000,0.214231,0.720000,0.300000,0.461017,0.000000,0.000000,0.000000,0.000000
297408,,0.000000,0.000000,0.070000,0.720000,0.300000,0.647513,0.490000,0.000000,0.000000,0.000000
297409,Col(MG828),0.000000,0.000000,0.070000,0.760000,0.500000,0.494366,0.000000,0.588519,0.333333,0.645774
297410,,0.000000,0.000000,0.094494,0.720000,0.300000,0.578677,0.000000,0.000000,0.000000,0.000000
297411,,0.000000,0.000000,0.088367,0.720000,0.300000,0.597782,0.000000,0.000000,0.000000,0.000000
297412,,0.000000,0.000000,0.075894,0.760000,0.300000,0.673210,0.290000,0.866821,0.750000,0.598355
297413,Col156,0.000000,0.000000,0.420000,0.760000,0.500000,0.564580,0.000000,0.787610,0.500000,0.702668
297414,Col(MG828),0.000000,0.000000,0.070000,0.720000,0.500000,0.493315,0.000000,0.000000,0.000000,0.000000
297415,,0.000000,0.000000,0.126194,0.760000,0.300000,0.642476,0.290000,0.528634,0.333333,0.370481
297416,,0.524094,0.000000,0.070000,0.720000,0.300000,0.613032,0.290000,0.000000,0.000000,0.000000
297417,,0.000000,0.000000,0.070000,0.720000,0.300000,0.611325,0.000000,0.000000,0.000000,0.000000
297418,,0.000000,0.000000,0.070000,0.720000,0.300000,0.505760,0.000000,0.000000,0.000000,0.000000
297419,,0.000000,0.000000,0.070000,0.720000,0.300000,0.467862,0.000000,0.000000,0.000000,0.000000
297420,IncFIB(K),0.000000,0.000000,0.083490,0.800000,0.900000,0.618258,0.000000,1.000000,0.833333,0.877287
